"Unidade_Sanitaria","Mes","indicator","instrument1","instrument2","num1","num2","rate_ratio","lo","hi","data_quality","concordance_oldversion"
"HD Manica","May","Testados","LR","FB",4422,110,0.0248756218905473,0.020397480740297,0.0300580711398473,"low",0.975124378109453
"HR Nhamatanda","Apr","Testados","LR","FB",3498,3746,1.07089765580332,1.02239326453754,1.12172378997022,"high",-0.0708976558033162
"HR Nhamatanda","Feb","Testados","LR","FB",1752,1723,0.983447488584475,0.919640974855499,1.05167111941786,"high",0.0165525114155251
"HR Nhamatanda","Jul","Testados","LR","FB",2563,2175,0.848614904408896,0.801115754498592,0.898869291153623,"medium",0.151385095591104
"HR Nhamatanda","Jun","Testados","LR","FB",2542,1208,0.475216365066876,0.443391257540334,0.50910866814573,"low",0.524783634933124
"HR Nhamatanda","Mar","Testados","LR","FB",1998,2210,1.10610610610611,1.04069272681939,1.17568625383507,"high",-0.106106106106106
"HR Nhamatanda","May","Testados","LR","FB",3032,1436,0.473614775725594,0.444484301924352,0.504473406315619,"low",0.526385224274406
"CS Cheadeia","Apr","Positivos","LR","FB",54,47,0.87037037037037,0.575932020886449,1.31119648181218,"high",0.12962962962963
"CS Cheadeia","Feb","Positivos","LR","FB",55,60,1.09090909090909,0.743928337391291,1.60246989119924,"high",-0.0909090909090909
"CS Cheadeia","Jul","Positivos","LR","FB",45,48,1.06666666666667,0.695297595520978,1.6390076396029,"high",-0.0666666666666667
"CS Cheadeia","Jun","Positivos","LR","FB",62,60,0.967741935483871,0.667131682783893,1.40295871043691,"high",0.032258064516129
"CS Cheadeia","Mar","Positivos","LR","FB",58,58,1,0.682792631737893,1.46457350814511,"high",0
"CS Cheadeia","May","Positivos","LR","FB",60,65,1.08333333333333,0.750904833866924,1.56518088320726,"high",-0.0833333333333333
"CS Dondo","Apr","Positivos","LR","FB",664,1019,1.53463855421687,1.39035232154369,1.69478378982014,"low",-0.534638554216867
"CS Dondo","Feb","Positivos","LR","FB",502,479,0.954183266932271,0.840140027774333,1.08360242765563,"high",0.0458167330677291
"CS Dondo","Jun","Positivos","LR","FB",379,1308,3.45118733509235,3.07595683736531,3.87948621374392,"low",-2.45118733509235
"CS Dondo","Mar","Positivos","LR","FB",358,141,0.393854748603352,0.321784848414173,0.47990612590049,"low",0.606145251396648
"CS Dondo","May","Positivos","LR","FB",569,2031,3.56942003514938,3.25091930147904,3.92405471010808,"low",-2.56942003514938
"CS Mafambisse","Jul","Positivos","LR","FB",817,872,1.06731946144431,0.969055678580516,1.1756376402897,"high",-0.0673194614443084
"CS Mafambisse","Jun","Positivos","LR","FB",857,1092,1.27421236872812,1.16411776291362,1.39506642789363,"medium",-0.274212368728121
"CS Messica","Jun","Positivos","LR","FB",2659,2451,0.921775103422339,0.872193352032645,0.974145137608,"high",0.0782248965776608
"CS Messica","May","Positivos","LR","FB",956,7,0.00732217573221757,0.00293593822839654,0.0151451026889071,"low",0.992677824267782
"CS Munhava","Apr","Positivos","LR","FB",758,354,0.467018469656992,0.410490945197974,0.530522680814282,"low",0.532981530343008
"CS Munhava","Feb","Positivos","LR","FB",219,615,2.80821917808219,2.40298465691911,3.29168989721306,"low",-1.80821917808219
"CS Munhava","Jun","Positivos","LR","FB",722,816,1.13019390581717,1.02123938467252,1.25097165061842,"high",-0.130193905817175
"CS Munhava","Mar","Positivos","LR","FB",168,615,3.66071428571429,3.08162528501627,4.3680917456761,"low",-2.66071428571429
"CS Munhava","May","Positivos","LR","FB",689,478,0.693759071117562,0.616064837604317,0.780748495587636,"low",0.306240928882438
"CS Vila Nova","Jul","Positivos","LR","FB",646,99,0.153250773993808,0.122752353406703,0.189611451787205,"low",0.846749226006192
"CS Vila Nova","Jun","Positivos","LR","FB",1317,101,0.0766894457099468,0.0620072730829613,0.0939435119908311,"low",0.923310554290053
"CS Vila Nova","Mar","Positivos","LR","FB",1790,302,0.168715083798883,0.148852591524814,0.19069807147927,"low",0.831284916201117
"CS Vila Nova","May","Positivos","LR","FB",1449,32,0.0220841959972395,0.0150480931525989,0.0313177157925143,"low",0.977915804002761
"Eduardo Mondlane","Jul","Positivos","LR","FB",1475,2239,1.51796610169492,1.42076249436513,1.62218777492252,"low",-0.517966101694915
"HD Gondola","Apr","Positivos","LR","FB",3161,2230,0.705472951597596,0.667953515921214,0.745004011808928,"low",0.294527048402404
"HD Gondola","Feb","Positivos","LR","FB",1705,56,0.0328445747800587,0.0247046097052304,0.0428596027537132,"low",0.967155425219941
"HD Gondola","Mar","Positivos","LR","FB",1601,971,0.606495940037477,0.559445599755391,0.657240348843269,"low",0.393504059962523
"HD Gondola","May","Positivos","LR","FB",4313,1869,0.433341061905866,0.410229178805335,0.457619846113534,"low",0.566658938094134
"HD Manica","Apr","Positivos","LR","FB",3398,262,0.0771041789287816,0.0677382093079664,0.0874534789602944,"low",0.922895821071218
"HD Manica","Feb","Positivos","LR","FB",318,183,0.575471698113208,0.477130805741934,0.692412001197158,"low",0.424528301886792
"HD Manica","Jul","Positivos","LR","FB",938,243,0.259061833688699,0.224041648035306,0.298627960440778,"low",0.740938166311301
"HD Manica","Jun","Positivos","LR","FB",1936,3,0.0015495867768595,0.000319283254321561,0.0045352997211799,"low",0.998450413223141
"HD Manica","Mar","Positivos","LR","FB",1843,210,0.113944655453066,0.0983129272683868,0.131495526416166,"low",0.886055344546934
"HD Manica","May","Positivos","LR","FB",2314,46,0.0198789974070873,0.014512301534547,0.0266035657652891,"low",0.980121002592913
"HR Nhamatanda","Apr","Positivos","LR","FB",1051,1113,1.05899143672693,0.972500240731957,1.15323536417724,"high",-0.0589914367269267
"HR Nhamatanda","Feb","Positivos","LR","FB",596,561,0.941275167785235,0.837272327525332,1.05808555360088,"high",0.0587248322147651
"HR Nhamatanda","Jul","Positivos","LR","FB",1048,961,0.916984732824427,0.839250541866501,1.00183316296844,"high",0.0830152671755725
"HR Nhamatanda","Jun","Positivos","LR","FB",1137,337,0.296394019349164,0.26168553159526,0.335000321949831,"low",0.703605980650836
"HR Nhamatanda","Mar","Positivos","LR","FB",486,94,0.193415637860082,0.15340251629704,0.241662729540431,"low",0.806584362139918
"HR Nhamatanda","May","Positivos","LR","FB",1357,652,0.480471628592483,0.436958355533896,0.527899825038883,"low",0.519528371407517
"CS Cheadeia","Apr","Tratados_ACTs","LR","FB",51,47,0.92156862745098,0.606609883438427,1.39738320738265,"high",0.0784313725490196
"CS Cheadeia","Feb","Tratados_ACTs","LR","FB",55,60,1.09090909090909,0.743928337391291,1.60246989119924,"high",-0.0909090909090909
"CS Cheadeia","Jul","Tratados_ACTs","LR","FB",44,50,1.13636363636364,0.742578774733289,1.74443368826993,"high",-0.136363636363636
"CS Cheadeia","Jun","Tratados_ACTs","LR","FB",60,60,1,0.687391397473787,1.45477526148141,"high",0
"CS Cheadeia","Mar","Tratados_ACTs","LR","FB",57,58,1.01754385964912,0.693675545048935,1.4931325792756,"high",-0.0175438596491228
"CS Cheadeia","May","Tratados_ACTs","LR","FB",59,65,1.10169491525424,0.762464787241217,1.59465378625375,"high",-0.101694915254237
"CS Dondo","Apr","Tratados_ACTs","LR","FB",664,1030,1.55120481927711,1.40566550172451,1.71272553406513,"low",-0.551204819277108
"CS Dondo","Feb","Tratados_ACTs","LR","FB",507,517,1.01972386587771,0.900400137089696,1.15490516406265,"high",-0.019723865877712
"CS Dondo","Jun","Tratados_ACTs","LR","FB",396,1264,3.19191919191919,2.84897046530151,3.58237996707432,"low",-2.19191919191919
"CS Dondo","Mar","Tratados_ACTs","LR","FB",356,560,1.57303370786517,1.37487102356435,1.80162560617478,"low",-0.573033707865168
"CS Dondo","May","Tratados_ACTs","LR","FB",569,1669,2.93321616871705,2.66538092241055,3.23168669484996,"low",-1.93321616871705
"CS Messica","Apr","Tratados_ACTs","LR","FB",3583,2084,0.581635500976835,0.550799644534308,0.614077563889327,"low",0.418364499023165
"CS Messica","Feb","Tratados_ACTs","LR","FB",2872,1923,0.669568245125348,0.631667448637672,0.709624111274893,"low",0.330431754874652
"CS Messica","Jul","Tratados_ACTs","LR","FB",337,1283,3.80712166172107,3.37408353455083,4.30521325333657,"low",-2.80712166172107
"CS Messica","Jun","Tratados_ACTs","LR","FB",2656,750,0.282379518072289,0.260050980530981,0.306335597740416,"low",0.717620481927711
"CS Messica","Mar","Tratados_ACTs","LR","FB",2198,1923,0.874886260236579,0.822521164943563,0.930525936928095,"high",0.125113739763421
"CS Munhava","Apr","Tratados_ACTs","LR","FB",756,408,0.53968253968254,0.477285587719997,0.609543663790349,"low",0.46031746031746
"CS Munhava","Feb","Tratados_ACTs","LR","FB",216,598,2.76851851851852,2.36568657699029,3.24978098860746,"low",-1.76851851851852
"CS Munhava","Jul","Tratados_ACTs","LR","FB",433,519,1.1986143187067,1.05302054331719,1.36486626325286,"high",-0.198614318706697
"CS Munhava","Jun","Tratados_ACTs","LR","FB",711,7,0.00984528832630099,0.00394394989817316,0.0203910742361627,"low",0.990154711673699
"CS Munhava","Mar","Tratados_ACTs","LR","FB",164,352,2.14634146341463,1.77828905530039,2.59935720330285,"low",-1.14634146341463
"CS Munhava","May","Tratados_ACTs","LR","FB",686,802,1.16909620991254,1.05448091613342,1.29644225534838,"high",-0.169096209912536
"CS Vila Nova","Apr","Tratados_ACTs","LR","FB",2022,32,0.0158259149357072,0.0107953320214692,0.0224141393412374,"low",0.984174085064293
"CS Vila Nova","Jun","Tratados_ACTs","LR","FB",1298,99,0.076271186440678,0.0615332961493317,0.0936179264577226,"low",0.923728813559322
"CS Vila Nova","Mar","Tratados_ACTs","LR","FB",1414,412,0.291371994342291,0.26045669816626,0.325395544584384,"low",0.708628005657709
"Eduardo Mondlane","Jul","Tratados_ACTs","LR","FB",1469,2233,1.52008168822328,1.42257600959511,1.62464137533764,"low",-0.520081688223281
"HD Gondola","Apr","Tratados_ACTs","LR","FB",3444,140,0.040650406504065,0.0340818946691145,0.0481433272696176,"low",0.959349593495935
"HD Gondola","Feb","Tratados_ACTs","LR","FB",2538,53,0.0208825847123719,0.0155987182608305,0.0274025360417128,"low",0.979117415287628
"HD Gondola","May","Tratados_ACTs","LR","FB",4385,14,0.0031927023945268,0.00174401992339468,0.00536260836200681,"low",0.996807297605473
"HD Manica","Apr","Tratados_ACTs","LR","FB",3189,15,0.00470366886171214,0.00262947473701198,0.00776983325132658,"low",0.995296331138288
"HD Manica","Feb","Tratados_ACTs","LR","FB",293,123,0.419795221843003,0.337270327982904,0.519925021344914,"low",0.580204778156997
"HD Manica","Mar","Tratados_ACTs","LR","FB",1826,175,0.0958378970427163,0.0815954173338668,0.111972045024896,"low",0.904162102957284
"HR Nhamatanda","Apr","Tratados_ACTs","LR","FB",1031,1080,1.04752667313288,0.960945814893767,1.14195817544283,"high",-0.0475266731328807
"HR Nhamatanda","Feb","Tratados_ACTs","LR","FB",555,930,1.67567567567568,1.50682678222549,1.86479906946156,"low",-0.675675675675676
"HR Nhamatanda","Jul","Tratados_ACTs","LR","FB",973,883,0.907502569373073,0.827545480757222,0.995081593504177,"high",0.092497430626927
"HR Nhamatanda","Jun","Tratados_ACTs","LR","FB",1052,280,0.26615969581749,0.232455600487259,0.303942542455804,"low",0.733840304182509
"HR Nhamatanda","Mar","Tratados_ACTs","LR","FB",447,327,0.731543624161074,0.632355294777864,0.84558284811504,"medium",0.268456375838926
"HR Nhamatanda","May","Tratados_ACTs","LR","FB",1335,604,0.452434456928839,0.410293706700656,0.498453509305971,"low",0.547565543071161
"CS Cheadeia","Apr","Testados","LR","RMUS",255,258,1.01176470588235,0.847654485534674,1.20770442708314,"high",-0.0117647058823529
"CS Cheadeia","Feb","Testados","LR","RMUS",124,135,1.08870967741935,0.846809859742923,1.40069434840678,"high",-0.0887096774193548
"CS Cheadeia","Jul","Testados","LR","RMUS",159,167,1.05031446540881,0.840191735619206,1.31340431344221,"high",-0.050314465408805
"CS Cheadeia","Jun","Testados","LR","RMUS",168,168,1,0.802628094896048,1.2459070475592,"high",0
"CS Cheadeia","Mar","Testados","LR","RMUS",197,185,0.939086294416244,0.764165196728197,1.15364968945816,"high",0.0609137055837563
"CS Cheadeia","May","Testados","LR","RMUS",210,180,0.857142857142857,0.698474465475908,1.05098154902143,"high",0.142857142857143
"CS Dondo","Apr","Testados","LR","RMUS",2073,6195,2.98842257597685,2.84296700645643,3.14230034842864,"low",-1.98842257597685
"CS Dondo","Feb","Testados","LR","RMUS",1205,2437,2.02240663900415,1.88673734218238,2.16872447680036,"low",-1.02240663900415
"CS Dondo","Jun","Testados","LR","RMUS",832,3065,3.68389423076923,3.4110399387937,3.9820092566172,"low",-2.68389423076923
"CS Dondo","Mar","Testados","LR","RMUS",1077,3812,3.53946146703807,3.30709273821808,3.79063365576058,"low",-2.53946146703807
"CS Dondo","May","Testados","LR","RMUS",1319,5383,4.08112206216831,3.84188247953194,4.33768510553814,"low",-3.08112206216831
"CS Inchope","Apr","Testados","LR","RMUS",1359,1227,0.902869757174393,0.83512127511468,0.976038109446513,"high",0.0971302428256071
"CS Inchope","Feb","Testados","LR","RMUS",224,1611,7.19196428571429,6.25014166687554,8.30812093290573,"low",-6.19196428571429
"CS Inchope","Jul","Testados","LR","RMUS",596,995,1.66946308724832,1.5067752239905,1.8509588756472,"low",-0.669463087248322
"CS Inchope","Jun","Testados","LR","RMUS",1027,1182,1.15092502434275,1.05771128781073,1.25251163328781,"high",-0.150925024342746
"CS Inchope","Mar","Testados","LR","RMUS",567,1056,1.86243386243386,1.68015833817441,2.0661676167662,"low",-0.862433862433862
"CS Inchope","May","Testados","LR","RMUS",1002,1856,1.85229540918164,1.71437205471277,2.00222084192836,"low",-0.852295409181637
"CS Mafambisse","Apr","Testados","LR","RMUS",2795,3562,1.27441860465116,1.21249632226309,1.33960356487859,"low",-0.274418604651163
"CS Mafambisse","Feb","Testados","LR","RMUS",2002,2633,1.31518481518482,1.24045266488114,1.39458222819597,"low",-0.315184815184815
"CS Mafambisse","Jul","Testados","LR","RMUS",1871,2419,1.29289150187066,1.21667657144017,1.37404326732242,"low",-0.292891501870657
"CS Mafambisse","Jun","Testados","LR","RMUS",1953,2471,1.26523297491039,1.19184971356451,1.34327534633311,"medium",-0.265232974910394
"CS Mafambisse","Mar","Testados","LR","RMUS",1535,2212,1.44104234527687,1.34959145161553,1.53899072487949,"low",-0.441042345276873
"CS Mafambisse","May","Testados","LR","RMUS",2510,3367,1.34143426294821,1.27348213726722,1.41315169295288,"low",-0.341434262948207
"CS Mascarenhas","Apr","Testados","LR","RMUS",202,983,4.86633663366337,4.17847163837014,5.69028510521306,"low",-3.86633663366337
"CS Mascarenhas","Feb","Testados","LR","RMUS",172,751,4.36627906976744,3.69488592192458,5.18354639846175,"low",-3.36627906976744
"CS Mascarenhas","Jun","Testados","LR","RMUS",848,1199,1.41391509433962,1.29379638698446,1.54571465344908,"low",-0.413915094339623
"CS Mascarenhas","May","Testados","LR","RMUS",620,814,1.31290322580645,1.18119975383386,1.45985232937373,"medium",-0.312903225806452
"CS Messica","Apr","Testados","LR","RMUS",5379,3561,0.66201896263246,0.634394929091925,0.690782364821234,"low",0.33798103736754
"CS Messica","Feb","Testados","LR","RMUS",3581,3759,1.04970678581402,1.00247968000318,1.09917287339555,"high",-0.0497067858140184
"CS Messica","Jul","Testados","LR","RMUS",626,2068,3.30351437699681,3.01948518311481,3.61825619720223,"low",-2.30351437699681
"CS Messica","Jun","Testados","LR","RMUS",3677,2908,0.790862115855317,0.753057450609178,0.830506607858662,"medium",0.209137884144683
"CS Messica","Mar","Testados","LR","RMUS",3350,3251,0.97044776119403,0.924447998545612,1.01872743919483,"high",0.0295522388059701
"CS Messica","May","Testados","LR","RMUS",1555,3385,2.17684887459807,2.04937402274756,2.31303857523832,"low",-1.17684887459807
"CS Muanza Baixo","Apr","Testados","LR","RMUS",264,266,1.00757575757576,0.846611688282833,1.19917876172197,"high",-0.00757575757575758
"CS Muanza Baixo","Jul","Testados","LR","RMUS",164,173,1.05487804878049,0.847032293443893,1.31416455811539,"high",-0.0548780487804878
"CS Muanza Baixo","Jun","Testados","LR","RMUS",238,252,1.05882352941176,0.883383633633073,1.26941264981371,"high",-0.0588235294117647
"CS Muanza Baixo","Mar","Testados","LR","RMUS",34,120,3.52941176470588,2.39427301249036,5.32900221332529,"low",-2.52941176470588
"CS Muanza Sede","Jul","Testados","LR","RMUS",228,516,2.26315789473684,1.93280351630984,2.65663466092757,"low",-1.26315789473684
"CS Muanza Sede","Jun","Testados","LR","RMUS",549,803,1.46265938069217,1.31057233857585,1.6333377080804,"low",-0.462659380692168
"CS Muanza Sede","May","Testados","LR","RMUS",655,1093,1.66870229007634,1.51327773817135,1.84121121335429,"low",-0.668702290076336
"CS Munhava","Feb","Testados","LR","RMUS",1360,4152,3.05294117647059,2.87089137412184,3.24810510783606,"low",-2.05294117647059
"CS Munhava","Jul","Testados","LR","RMUS",2960,3904,1.31891891891892,1.25707382776206,1.38391641797418,"low",-0.318918918918919
"CS Munhava","Mar","Testados","LR","RMUS",1670,4358,2.60958083832335,2.46587792631092,2.76265329635701,"low",-1.60958083832335
"CS Munhava","May","Testados","LR","RMUS",3752,4436,1.18230277185501,1.13175050076015,1.23516225823548,"medium",-0.182302771855011
"CS Vila Nova","Apr","Testados","LR","RMUS",3713,3446,0.928090492862914,0.885788069495836,0.972393455819717,"high",0.0719095071370859
"CS Vila Nova","Feb","Testados","LR","RMUS",3110,3805,1.22347266881029,1.16654920436491,1.28324696384394,"medium",-0.223472668810289
"CS Vila Nova","Jul","Testados","LR","RMUS",1781,2940,1.65075800112296,1.55587661269781,1.7518041364328,"low",-0.650758001122965
"CS Vila Nova","Jun","Testados","LR","RMUS",2919,3450,1.18191161356629,1.12474027645837,1.24205265235812,"medium",-0.18191161356629
"CS Vila Nova","Mar","Testados","LR","RMUS",3510,6256,1.78233618233618,1.7098900472094,1.85807664820824,"low",-0.782336182336182
"CS Vila Nova","May","Testados","LR","RMUS",3104,3882,1.25064432989691,1.19268520756433,1.31150220307601,"medium",-0.250644329896907
"Eduardo Mondlane","Apr","Testados","LR","RMUS",7931,10656,1.34358845038457,1.30497381907281,1.38338859800803,"low",-0.343588450384567
"Eduardo Mondlane","Feb","Testados","LR","RMUS",8888,7915,0.890526552655265,0.863847005819893,0.918017867311266,"high",0.109473447344734
"Eduardo Mondlane","Jul","Testados","LR","RMUS",4399,5620,1.27756308251875,1.22791693308956,1.32927996048953,"low",-0.277563082518754
"Eduardo Mondlane","Jun","Testados","LR","RMUS",6316,6508,1.03039898670044,0.995184743377655,1.06686407921442,"high",-0.0303989867004433
"Eduardo Mondlane","Mar","Testados","LR","RMUS",6303,5655,0.89719181342218,0.865401463419901,0.930133655650829,"high",0.10280818657782
"Eduardo Mondlane","May","Testados","LR","RMUS",6375,7629,1.19670588235294,1.15740756625557,1.23736927171359,"medium",-0.196705882352941
"HD Manica","Apr","Testados","LR","RMUS",5625,9341,1.66062222222222,1.60641594480471,1.71677461827057,"low",-0.660622222222222
"HD Manica","May","Testados","LR","RMUS",4422,3483,0.787652645861601,0.753227665520197,0.823602285812834,"medium",0.212347354138399
"HR Nhamatanda","Apr","Testados","LR","RMUS",3498,3726,1.06518010291595,1.016872547473,1.11580149524364,"high",-0.065180102915952
"HR Nhamatanda","Feb","Testados","LR","RMUS",1752,2189,1.24942922374429,1.17280504731061,1.33120800079206,"medium",-0.249429223744292
"HR Nhamatanda","Jul","Testados","LR","RMUS",2563,2175,0.848614904408896,0.801115754498592,0.898869291153623,"medium",0.151385095591104
"HR Nhamatanda","Jun","Testados","LR","RMUS",2542,3275,1.28835562549174,1.22293120787389,1.35739641164898,"low",-0.288355625491739
"HR Nhamatanda","Mar","Testados","LR","RMUS",1998,1926,0.963963963963964,0.905010268276746,1.02673919301277,"high",0.036036036036036
"HR Nhamatanda","May","Testados","LR","RMUS",3032,3487,1.15006596306069,1.09511878101587,1.20782059632618,"high",-0.150065963060686
"CS Cheadeia","Apr","Positivos","LR","RMUS",54,47,0.87037037037037,0.575932020886449,1.31119648181218,"high",0.12962962962963
"CS Cheadeia","Feb","Positivos","LR","RMUS",55,60,1.09090909090909,0.743928337391291,1.60246989119924,"high",-0.0909090909090909
"CS Cheadeia","Jul","Positivos","LR","RMUS",45,48,1.06666666666667,0.695297595520978,1.6390076396029,"high",-0.0666666666666667
"CS Cheadeia","Jun","Positivos","LR","RMUS",62,60,0.967741935483871,0.667131682783893,1.40295871043691,"high",0.032258064516129
"CS Cheadeia","Mar","Positivos","LR","RMUS",58,58,1,0.682792631737893,1.46457350814511,"high",0
"CS Cheadeia","May","Positivos","LR","RMUS",60,65,1.08333333333333,0.750904833866924,1.56518088320726,"high",-0.0833333333333333
"CS Dondo","Apr","Positivos","LR","RMUS",664,3105,4.67620481927711,4.29888639693395,5.09260085983141,"low",-3.67620481927711
"CS Dondo","Feb","Positivos","LR","RMUS",502,1616,3.2191235059761,2.91053590810297,3.56530792642587,"low",-2.2191235059761
"CS Dondo","Jun","Positivos","LR","RMUS",379,1233,3.2532981530343,2.89719164839426,3.65988902507352,"low",-2.2532981530343
"CS Dondo","Mar","Positivos","LR","RMUS",358,1305,3.64525139664804,3.24048366718673,4.10894567541081,"low",-2.64525139664804
"CS Dondo","May","Positivos","LR","RMUS",569,1710,3.00527240773286,2.73169001719027,3.3101128404094,"low",-2.00527240773286
"CS Inchope","Apr","Positivos","LR","RMUS",919,720,0.783460282916213,0.709655943664458,0.864681251050478,"medium",0.216539717083787
"CS Inchope","Feb","Positivos","LR","RMUS",174,569,3.27011494252874,2.75472757014434,3.89794407974767,"low",-2.27011494252874
"CS Inchope","Jul","Positivos","LR","RMUS",563,601,1.06749555950266,0.94998121344158,1.19968198623469,"high",-0.0674955595026643
"CS Inchope","Jun","Positivos","LR","RMUS",986,274,0.27789046653144,0.242184159596667,0.318010086867034,"low",0.72210953346856
"CS Inchope","Mar","Positivos","LR","RMUS",326,582,1.78527607361963,1.55622636434229,2.05084459050733,"low",-0.785276073619632
"CS Inchope","May","Positivos","LR","RMUS",855,993,1.16140350877193,1.05884261872618,1.27410418589443,"high",-0.16140350877193
"CS Mafambisse","Apr","Positivos","LR","RMUS",800,1069,1.33625,1.21811013285363,1.46630571317803,"low",-0.33625
"CS Mafambisse","Feb","Positivos","LR","RMUS",943,1040,1.10286320254507,1.00885039640126,1.20575508495165,"high",-0.102863202545069
"CS Mafambisse","Jul","Positivos","LR","RMUS",817,1067,1.30599755201958,1.19113760689459,1.43234102448167,"medium",-0.305997552019584
"CS Mafambisse","Jun","Positivos","LR","RMUS",857,1343,1.56709451575263,1.43732427035822,1.70929559960572,"low",-0.567094515752625
"CS Mafambisse","Mar","Positivos","LR","RMUS",489,654,1.33742331288344,1.18771997676203,1.50677732524045,"medium",-0.337423312883436
"CS Mafambisse","May","Positivos","LR","RMUS",1022,1342,1.31311154598826,1.2095871711752,1.42582480155083,"low",-0.313111545988258
"CS Mascarenhas","Apr","Positivos","LR","RMUS",41,65,1.58536585365854,1.05625070315568,2.40415424087777,"high",-0.585365853658537
"CS Mascarenhas","Jun","Positivos","LR","RMUS",282,458,1.6241134751773,1.39712800140007,1.89060582664052,"low",-0.624113475177305
"CS Mascarenhas","May","Positivos","LR","RMUS",167,69,0.413173652694611,0.307468089853462,0.550108632285336,"low",0.586826347305389
"CS Messica","Apr","Positivos","LR","RMUS",3601,2413,0.670091641210775,0.636152355934737,0.705747731438899,"low",0.329908358789225
"CS Messica","Feb","Positivos","LR","RMUS",2874,3031,1.05462769659012,1.00182910562563,1.11022835171078,"high",-0.0546276965901183
"CS Messica","Jul","Positivos","LR","RMUS",337,1319,3.91394658753709,3.47001496210612,4.42450377960998,"low",-2.91394658753709
"CS Messica","Jun","Positivos","LR","RMUS",2659,1937,0.728469349379466,0.686689124746418,0.772685837902229,"low",0.271530650620534
"CS Messica","Mar","Positivos","LR","RMUS",2207,2319,1.05074762120526,0.990827183840375,1.1143155637264,"high",-0.050747621205256
"CS Messica","May","Positivos","LR","RMUS",956,2473,2.58682008368201,2.39977497650113,2.79020601286095,"low",-1.58682008368201
"CS Muanza Baixo","Apr","Positivos","LR","RMUS",183,186,1.01639344262295,0.824286819870794,1.25338795295666,"high",-0.0163934426229508
"CS Muanza Baixo","Jul","Positivos","LR","RMUS",104,109,1.04807692307692,0.793744262451901,1.38456360175593,"high",-0.0480769230769231
"CS Muanza Baixo","Jun","Positivos","LR","RMUS",180,194,1.07777777777778,0.875349243822209,1.3275768588384,"high",-0.0777777777777778
"CS Muanza Baixo","Mar","Positivos","LR","RMUS",20,70,3.5,2.10436747806192,6.07529322390652,"low",-2.5
"CS Muanza Sede","Jul","Positivos","LR","RMUS",80,186,2.325,1.77972586284169,3.06075585702895,"low",-1.325
"CS Muanza Sede","Jun","Positivos","LR","RMUS",295,453,1.53559322033898,1.3232204041394,1.78420267026549,"low",-0.535593220338983
"CS Muanza Sede","May","Positivos","LR","RMUS",296,507,1.71283783783784,1.48113278427178,1.98362983815696,"low",-0.712837837837838
"CS Munhava","Feb","Positivos","LR","RMUS",219,603,2.75342465753425,2.35507203698268,3.22876153103889,"low",-1.75342465753425
"CS Munhava","Jul","Positivos","LR","RMUS",434,540,1.24423963133641,1.09451445636986,1.41509312540852,"high",-0.244239631336406
"CS Munhava","Mar","Positivos","LR","RMUS",168,352,2.0952380952381,1.73856809060566,2.53325649746474,"low",-1.0952380952381
"CS Munhava","May","Positivos","LR","RMUS",689,838,1.21625544267054,1.09832185654262,1.34719905280079,"high",-0.216255442670537
"CS Vila Nova","Apr","Positivos","LR","RMUS",1995,3021,1.51428571428571,1.43056106552447,1.60317660175341,"low",-0.514285714285714
"CS Vila Nova","Feb","Positivos","LR","RMUS",2225,3182,1.43011235955056,1.35428302400063,1.51038643615204,"low",-0.430112359550562
"CS Vila Nova","Jul","Positivos","LR","RMUS",646,125,0.193498452012384,0.158473232232042,0.234680401268303,"low",0.806501547987616
"CS Vila Nova","Jun","Positivos","LR","RMUS",1317,1563,1.18678815489749,1.10218698465903,1.27803335558383,"medium",-0.186788154897494
"CS Vila Nova","Mar","Positivos","LR","RMUS",1790,2962,1.65474860335196,1.55991451387807,1.7557270148972,"low",-0.654748603351955
"CS Vila Nova","May","Positivos","LR","RMUS",1449,2042,1.40924775707384,1.31684706696087,1.50842851458348,"low",-0.409247757073844
"Eduardo Mondlane","Apr","Positivos","LR","RMUS",3404,5887,1.72943595769683,1.65768277809309,1.80451146964322,"low",-0.729435957696827
"Eduardo Mondlane","Feb","Positivos","LR","RMUS",4805,4795,0.997918834547347,0.958582345461389,1.03886910397497,"high",0.00208116545265349
"Eduardo Mondlane","Jul","Positivos","LR","RMUS",1475,2257,1.53016949152542,1.43233869159457,1.63505861489634,"low",-0.530169491525424
"Eduardo Mondlane","Jun","Positivos","LR","RMUS",2693,2681,0.995544002970665,0.943355411166319,1.05061808713991,"high",0.00445599702933531
"Eduardo Mondlane","Mar","Positivos","LR","RMUS",2617,3899,1.48987390141383,1.41751253699024,1.56612041001066,"low",-0.489873901413833
"Eduardo Mondlane","May","Positivos","LR","RMUS",2602,3488,1.34050730207533,1.2737796121044,1.41086450491687,"low",-0.340507302075327
"HD Manica","Apr","Positivos","LR","RMUS",3398,5757,1.6942319011183,1.62361211729654,1.76812978404153,"low",-0.694231901118305
"HD Manica","May","Positivos","LR","RMUS",2314,2052,0.886776145203112,0.835201433180061,0.941484910332715,"high",0.113223854796888
"HR Nhamatanda","Apr","Positivos","LR","RMUS",1051,1092,1.03901046622265,0.953760065578452,1.13192085660153,"high",-0.0390104662226451
"HR Nhamatanda","Jul","Positivos","LR","RMUS",1048,954,0.91030534351145,0.832991591326606,0.994702252469669,"high",0.0896946564885496
