"province","Mes","indicator","instrument1","instrument2","num1","num2","rate_ratio","lo","hi","data_quality","concordance_oldversion"
"Sofala","May","Obitos","RMUS","NEP_FISICO",3,3,1,0.13393758817773,7.46616400672407,"high",0
"Manica","Apr","Testados","RMUS","SIS_MA",17575,17621,1.0026173541963,0.981829753042896,1.0238452224573,"high",-0.00261735419630156
"Manica","Feb","Testados","RMUS","SIS_MA",9175,9175,1,0.971371251566715,1.02947250949327,"high",0
"Manica","Jul","Testados","RMUS","SIS_MA",11623,11640,1.00146261722447,0.97596830391738,1.02762301875415,"high",-0.00146261722446873
"Manica","Jun","Testados","RMUS","SIS_MA",14048,14058,1.00071184510251,0.977515198516702,1.02445900285696,"high",-0.000711845102505695
"Manica","Mar","Testados","RMUS","SIS_MA",10563,9376,0.887626621225031,0.86319005453145,0.91274446388698,"high",0.112373378774969
"Manica","May","Testados","RMUS","SIS_MA",20235,20228,0.999654064739313,0.980313707689495,1.01937596603822,"high",0.000345935260686929
"Sofala","Apr","Testados","RMUS","SIS_MA",11006,11006,1,0.97383646303297,1.02686645854844,"high",0
"Sofala","Feb","Testados","RMUS","SIS_MA",10230,10137,0.990909090909091,0.963966524601128,1.01860381585457,"high",0.00909090909090909
"Sofala","Jul","Testados","RMUS","SIS_MA",7179,7179,1,0.967680533990722,1.03339890064337,"high",0
"Sofala","Jun","Testados","RMUS","SIS_MA",11233,11233,1,0.974099592868046,1.02658907499971,"high",0
"Sofala","Mar","Testados","RMUS","SIS_MA",10687,10687,1,0.97345271010846,1.02727126815291,"high",0
"Sofala","May","Testados","RMUS","SIS_MA",18760,18758,0.999893390191898,0.979809092645701,1.02038937361805,"high",0.000106609808102345
"Manica","Apr","Positivos","RMUS","SIS_MA",17798,17748,0.997190695583773,0.976616713618211,1.01819794682419,"high",0.00280930441622654
"Manica","Feb","Positivos","RMUS","SIS_MA",11577,11043,0.953874060637471,0.929243101616807,0.979153972504064,"high",0.0461259393625292
"Manica","Jul","Positivos","RMUS","SIS_MA",4302,5066,1.17759181775918,1.13047500808634,1.22671400191726,"medium",-0.177591817759182
"Manica","Jun","Positivos","RMUS","SIS_MA",6455,6984,1.08195197521301,1.0458010387015,1.11936522940511,"high",-0.0819519752130132
"Manica","Mar","Positivos","RMUS","SIS_MA",9762,7433,0.761421839786929,0.738692633676388,0.784826172447143,"low",0.238578160213071
"Manica","May","Positivos","RMUS","SIS_MA",11048,11032,0.998551774076756,0.972465926170471,1.02533723082118,"high",0.00144822592324403
"Sofala","Apr","Positivos","RMUS","SIS_MA",4239,4453,1.05048360462373,1.00699172650126,1.09586592135519,"high",-0.050483604623732
"Sofala","Feb","Positivos","RMUS","SIS_MA",3259,2615,0.802393372200061,0.761858469104597,0.845022820426267,"medium",0.197606627799939
"Sofala","Jul","Positivos","RMUS","SIS_MA",1950,1950,1,0.938677642451977,1.06532845225528,"high",0
"Sofala","Jun","Positivos","RMUS","SIS_MA",5169,5169,1,0.961994172226067,1.03950733681264,"high",0
"Sofala","Mar","Positivos","RMUS","SIS_MA",2311,2311,1,0.943562996495657,1.05981265025647,"high",0
"Sofala","May","Positivos","RMUS","SIS_MA",6029,6303,1.045447006137,1.00901834982049,1.08319838403023,"high",-0.0454470061370045
"Manica","Apr","Tratados_ACTs","RMUS","SIS_MA",14427,14437,1.00069314479795,0.97780091078365,1.02412137797582,"high",-0.000693144797948291
"Manica","Feb","Tratados_ACTs","RMUS","SIS_MA",10544,10190,0.966426403641882,0.940376171483734,0.993195133471446,"high",0.0335735963581184
"Manica","Jul","Tratados_ACTs","RMUS","SIS_MA",4137,4143,1.00145032632342,0.958993255057514,1.04578743478776,"high",-0.00145032632342277
"Manica","Jun","Tratados_ACTs","RMUS","SIS_MA",6216,6121,0.98471685971686,0.950414116095938,1.02025521455445,"high",0.0152831402831403
"Manica","Mar","Tratados_ACTs","RMUS","SIS_MA",7502,7461,0.994534790722474,0.963040204214347,1.02705862931718,"high",0.00546520927752599
"Manica","May","Tratados_ACTs","RMUS","SIS_MA",10427,11127,1.06713340366357,1.03890953650633,1.09613037570145,"high",-0.0671334036635657
"Sofala","Apr","Tratados_ACTs","RMUS","SIS_MA",4441,4441,1,0.959043579722021,1.04270548403009,"high",0
"Sofala","Feb","Tratados_ACTs","RMUS","SIS_MA",4085,3435,0.840881272949816,0.803346867573381,0.880129839656258,"medium",0.159118727050184
"Sofala","Jul","Tratados_ACTs","RMUS","SIS_MA",1896,1920,1.0126582278481,0.949897827721591,1.07957221773604,"high",-0.0126582278481013
"Sofala","Jun","Tratados_ACTs","RMUS","SIS_MA",5694,5734,1.00702493853179,0.970597914800071,1.04482032250039,"high",-0.00702493853178785
"Sofala","Mar","Tratados_ACTs","RMUS","SIS_MA",2817,3048,1.08200212992545,1.02763405073008,1.13927642610058,"high",-0.0820021299254526
"Sofala","May","Tratados_ACTs","RMUS","SIS_MA",6152,6463,1.05055266579974,1.01435198085636,1.08805350770496,"high",-0.0505526657997399
"Manica","Jul","Obitos","RMUS","SIS_MA",2,2,1,0.0724849535819557,13.7959666190493,"high",0
"Manica","Jun","Obitos","RMUS","SIS_MA",1,1,1,0.0127393670836666,78.4968353162628,"high",0
"Manica","Mar","Obitos","RMUS","SIS_MA",3,3,1,0.13393758817773,7.46616400672407,"high",0
"Manica","May","Obitos","RMUS","SIS_MA",2,2,1,0.0724849535819557,13.7959666190493,"high",0
"Sofala","Apr","Obitos","RMUS","SIS_MA",4,4,1,0.186257590850785,5.36890870021573,"high",0
"Sofala","Jun","Obitos","RMUS","SIS_MA",1,1,1,0.0127393670836666,78.4968353162628,"high",0
"Sofala","Mar","Obitos","RMUS","SIS_MA",4,4,1,0.186257590850785,5.36890870021573,"high",0
"Sofala","May","Obitos","RMUS","SIS_MA",3,3,1,0.13393758817773,7.46616400672407,"high",0
