"provincia","sexo","idade_gt7","variable","value","count","percent"
"MANICA","FEMININO",0,"anos","10",1,"1.8"
"MANICA","FEMININO",0,"anos","15",1,"1.8"
"MANICA","FEMININO",0,"anos","16",4,"7"
"MANICA","FEMININO",0,"anos","17",3,"5.3"
"MANICA","FEMININO",0,"anos","18",2,"3.5"
"MANICA","FEMININO",0,"anos","19",2,"3.5"
"MANICA","FEMININO",0,"anos","2",1,"1.8"
"MANICA","FEMININO",0,"anos","20",3,"5.3"
"MANICA","FEMININO",0,"anos","21",1,"1.8"
"MANICA","FEMININO",0,"anos","22",4,"7"
"MANICA","FEMININO",0,"anos","23",1,"1.8"
"MANICA","FEMININO",0,"anos","24",5,"8.8"
"MANICA","FEMININO",0,"anos","25",1,"1.8"
"MANICA","FEMININO",0,"anos","26",3,"5.3"
"MANICA","FEMININO",0,"anos","27",1,"1.8"
"MANICA","FEMININO",0,"anos","28",4,"7"
"MANICA","FEMININO",0,"anos","29",1,"1.8"
"MANICA","FEMININO",0,"anos","32",3,"5.3"
"MANICA","FEMININO",0,"anos","33",1,"1.8"
"MANICA","FEMININO",0,"anos","34",1,"1.8"
"MANICA","FEMININO",0,"anos","35",2,"3.5"
"MANICA","FEMININO",0,"anos","36",1,"1.8"
"MANICA","FEMININO",0,"anos","37",1,"1.8"
"MANICA","FEMININO",0,"anos","40",1,"1.8"
"MANICA","FEMININO",0,"anos","41",1,"1.8"
"MANICA","FEMININO",0,"anos","42",1,"1.8"
"MANICA","FEMININO",0,"anos","49",1,"1.8"
"MANICA","FEMININO",0,"anos","52",1,"1.8"
"MANICA","FEMININO",0,"anos","59",1,"1.8"
"MANICA","FEMININO",0,"anos","6",2,"3.5"
"MANICA","FEMININO",0,"anos","68",1,"1.8"
"MANICA","FEMININO",0,"anos","8",1,"1.8"
"MANICA","FEMININO",0,"dif_fica_pe","NENHUMA",44,"77.2"
"MANICA","FEMININO",0,"dif_fica_pe","PEQUENA",8,"14"
"MANICA","FEMININO",0,"dif_fica_pe","ALGUMA",4,"7"
"MANICA","FEMININO",0,"dif_fica_pe","MUITA",1,"1.8"
"MANICA","FEMININO",0,"dif_casa","NENHUMA",43,"75.4"
"MANICA","FEMININO",0,"dif_casa","PEQUENA",11,"19.3"
"MANICA","FEMININO",0,"dif_casa","ALGUMA",1,"1.8"
"MANICA","FEMININO",0,"dif_casa","MUITA",2,"3.5"
"MANICA","FEMININO",0,"dif_tarefa_nova","NENHUMA",39,"68.4"
"MANICA","FEMININO",0,"dif_tarefa_nova","PEQUENA",15,"26.3"
"MANICA","FEMININO",0,"dif_tarefa_nova","ALGUMA",3,"5.3"
"MANICA","FEMININO",0,"dif_comunidade","NENHUMA",45,"78.9"
"MANICA","FEMININO",0,"dif_comunidade","PEQUENA",10,"17.5"
"MANICA","FEMININO",0,"dif_comunidade","ALGUMA",2,"3.5"
"MANICA","FEMININO",0,"dif_concentrar","NENHUMA",42,"73.7"
"MANICA","FEMININO",0,"dif_concentrar","PEQUENA",11,"19.3"
"MANICA","FEMININO",0,"dif_concentrar","ALGUMA",1,"1.8"
"MANICA","FEMININO",0,"dif_concentrar","MUITA",3,"5.3"
"MANICA","FEMININO",0,"dif_andar","NENHUMA",41,"71.9"
"MANICA","FEMININO",0,"dif_andar","PEQUENA",11,"19.3"
"MANICA","FEMININO",0,"dif_andar","ALGUMA",5,"8.8"
"MANICA","FEMININO",0,"dif_banho","NENHUMA",56,"98.2"
"MANICA","FEMININO",0,"dif_banho","ALGUMA",1,"1.8"
"MANICA","FEMININO",0,"dif_vestir","NENHUMA",56,"98.2"
"MANICA","FEMININO",0,"dif_vestir","MUITA",1,"1.8"
"MANICA","FEMININO",0,"dif_socializar","NENHUMA",46,"80.7"
"MANICA","FEMININO",0,"dif_socializar","PEQUENA",9,"15.8"
"MANICA","FEMININO",0,"dif_socializar","MUITA",2,"3.5"
"MANICA","FEMININO",0,"dif_amizade","NENHUMA",46,"80.7"
"MANICA","FEMININO",0,"dif_amizade","PEQUENA",10,"17.5"
"MANICA","FEMININO",0,"dif_amizade","ALGUMA",1,"1.8"
"MANICA","FEMININO",0,"dif_trabalho","NENHUMA",48,"84.2"
"MANICA","FEMININO",0,"dif_trabalho","PEQUENA",7,"12.3"
"MANICA","FEMININO",0,"dif_trabalho","ALGUMA",1,"1.8"
"MANICA","FEMININO",0,"dif_trabalho","MUITA",1,"1.8"
"MANICA","FEMININO",0,"dif_emocional","NENHUMA",42,"73.7"
"MANICA","FEMININO",0,"dif_emocional","PEQUENA",10,"17.5"
"MANICA","FEMININO",0,"dif_emocional","ALGUMA",4,"7"
"MANICA","FEMININO",0,"dif_emocional","MUITA",1,"1.8"
"MANICA","FEMININO",1,"anos","10",3,"0.9"
"MANICA","FEMININO",1,"anos","12",3,"0.9"
"MANICA","FEMININO",1,"anos","13",3,"0.9"
"MANICA","FEMININO",1,"anos","14",2,"0.6"
"MANICA","FEMININO",1,"anos","15",3,"0.9"
"MANICA","FEMININO",1,"anos","16",9,"2.8"
"MANICA","FEMININO",1,"anos","17",8,"2.5"
"MANICA","FEMININO",1,"anos","18",28,"8.8"
"MANICA","FEMININO",1,"anos","19",22,"6.9"
"MANICA","FEMININO",1,"anos","20",26,"8.2"
"MANICA","FEMININO",1,"anos","21",19,"6"
"MANICA","FEMININO",1,"anos","22",20,"6.3"
"MANICA","FEMININO",1,"anos","23",26,"8.2"
"MANICA","FEMININO",1,"anos","24",12,"3.8"
"MANICA","FEMININO",1,"anos","25",14,"4.4"
"MANICA","FEMININO",1,"anos","26",12,"3.8"
"MANICA","FEMININO",1,"anos","27",15,"4.7"
"MANICA","FEMININO",1,"anos","28",13,"4.1"
"MANICA","FEMININO",1,"anos","29",14,"4.4"
"MANICA","FEMININO",1,"anos","30",11,"3.5"
"MANICA","FEMININO",1,"anos","31",4,"1.3"
"MANICA","FEMININO",1,"anos","32",9,"2.8"
"MANICA","FEMININO",1,"anos","33",2,"0.6"
"MANICA","FEMININO",1,"anos","34",2,"0.6"
"MANICA","FEMININO",1,"anos","35",5,"1.6"
"MANICA","FEMININO",1,"anos","36",1,"0.3"
"MANICA","FEMININO",1,"anos","37",6,"1.9"
"MANICA","FEMININO",1,"anos","39",2,"0.6"
"MANICA","FEMININO",1,"anos","40",6,"1.9"
"MANICA","FEMININO",1,"anos","42",2,"0.6"
"MANICA","FEMININO",1,"anos","43",1,"0.3"
"MANICA","FEMININO",1,"anos","45",1,"0.3"
"MANICA","FEMININO",1,"anos","46",1,"0.3"
"MANICA","FEMININO",1,"anos","47",1,"0.3"
"MANICA","FEMININO",1,"anos","48",1,"0.3"
"MANICA","FEMININO",1,"anos","50",1,"0.3"
"MANICA","FEMININO",1,"anos","52",1,"0.3"
"MANICA","FEMININO",1,"anos","56",2,"0.6"
"MANICA","FEMININO",1,"anos","57",1,"0.3"
"MANICA","FEMININO",1,"anos","63",1,"0.3"
"MANICA","FEMININO",1,"anos","7",4,"1.3"
"MANICA","FEMININO",1,"anos","8",1,"0.3"
"MANICA","FEMININO",1,"dif_fica_pe","NENHUMA",212,"66.7"
"MANICA","FEMININO",1,"dif_fica_pe","PEQUENA",73,"23"
"MANICA","FEMININO",1,"dif_fica_pe","ALGUMA",16,"5"
"MANICA","FEMININO",1,"dif_fica_pe","MUITA",17,"5.3"
"MANICA","FEMININO",1,"dif_casa","NENHUMA",226,"71.1"
"MANICA","FEMININO",1,"dif_casa","PEQUENA",73,"23"
"MANICA","FEMININO",1,"dif_casa","ALGUMA",11,"3.5"
"MANICA","FEMININO",1,"dif_casa","MUITA",8,"2.5"
"MANICA","FEMININO",1,"dif_tarefa_nova","NENHUMA",196,"61.6"
"MANICA","FEMININO",1,"dif_tarefa_nova","PEQUENA",99,"31.1"
"MANICA","FEMININO",1,"dif_tarefa_nova","ALGUMA",12,"3.8"
"MANICA","FEMININO",1,"dif_tarefa_nova","MUITA",10,"3.1"
"MANICA","FEMININO",1,"dif_tarefa_nova","GRAVE OU NAO PODE FAZER",1,"0.3"
"MANICA","FEMININO",1,"dif_comunidade","NENHUMA",237,"74.5"
"MANICA","FEMININO",1,"dif_comunidade","PEQUENA",67,"21.1"
"MANICA","FEMININO",1,"dif_comunidade","ALGUMA",8,"2.5"
"MANICA","FEMININO",1,"dif_comunidade","MUITA",5,"1.6"
"MANICA","FEMININO",1,"dif_comunidade","GRAVE OU NAO PODE FAZER",1,"0.3"
"MANICA","FEMININO",1,"dif_concentrar","NENHUMA",187,"58.8"
"MANICA","FEMININO",1,"dif_concentrar","PEQUENA",112,"35.2"
"MANICA","FEMININO",1,"dif_concentrar","ALGUMA",8,"2.5"
"MANICA","FEMININO",1,"dif_concentrar","MUITA",10,"3.1"
"MANICA","FEMININO",1,"dif_concentrar","GRAVE OU NAO PODE FAZER",1,"0.3"
"MANICA","FEMININO",1,"dif_andar","NENHUMA",247,"77.7"
"MANICA","FEMININO",1,"dif_andar","PEQUENA",56,"17.6"
"MANICA","FEMININO",1,"dif_andar","ALGUMA",6,"1.9"
"MANICA","FEMININO",1,"dif_andar","MUITA",8,"2.5"
"MANICA","FEMININO",1,"dif_andar","GRAVE OU NAO PODE FAZER",1,"0.3"
"MANICA","FEMININO",1,"dif_banho","NENHUMA",312,"98.1"
"MANICA","FEMININO",1,"dif_banho","PEQUENA",4,"1.3"
"MANICA","FEMININO",1,"dif_banho","ALGUMA",2,"0.6"
"MANICA","FEMININO",1,"dif_vestir","NENHUMA",309,"97.2"
"MANICA","FEMININO",1,"dif_vestir","PEQUENA",8,"2.5"
"MANICA","FEMININO",1,"dif_vestir","ALGUMA",1,"0.3"
"MANICA","FEMININO",1,"dif_socializar","NENHUMA",259,"81.4"
"MANICA","FEMININO",1,"dif_socializar","PEQUENA",45,"14.2"
"MANICA","FEMININO",1,"dif_socializar","ALGUMA",5,"1.6"
"MANICA","FEMININO",1,"dif_socializar","MUITA",9,"2.8"
"MANICA","FEMININO",1,"dif_amizade","NENHUMA",287,"90.3"
"MANICA","FEMININO",1,"dif_amizade","PEQUENA",25,"7.9"
"MANICA","FEMININO",1,"dif_amizade","ALGUMA",3,"0.9"
"MANICA","FEMININO",1,"dif_amizade","MUITA",3,"0.9"
"MANICA","FEMININO",1,"dif_trabalho","NENHUMA",260,"81.8"
"MANICA","FEMININO",1,"dif_trabalho","PEQUENA",47,"14.8"
"MANICA","FEMININO",1,"dif_trabalho","ALGUMA",7,"2.2"
"MANICA","FEMININO",1,"dif_trabalho","MUITA",4,"1.3"
"MANICA","FEMININO",1,"dif_emocional","NENHUMA",193,"60.7"
"MANICA","FEMININO",1,"dif_emocional","PEQUENA",87,"27.4"
"MANICA","FEMININO",1,"dif_emocional","ALGUMA",20,"6.3"
"MANICA","FEMININO",1,"dif_emocional","MUITA",17,"5.3"
"MANICA","FEMININO",1,"dif_emocional","GRAVE",1,"0.3"
"MANICA","MASCULINO",0,"anos","11",2,"5.6"
"MANICA","MASCULINO",0,"anos","14",1,"2.8"
"MANICA","MASCULINO",0,"anos","16",1,"2.8"
"MANICA","MASCULINO",0,"anos","17",1,"2.8"
"MANICA","MASCULINO",0,"anos","18",1,"2.8"
"MANICA","MASCULINO",0,"anos","19",2,"5.6"
"MANICA","MASCULINO",0,"anos","21",3,"8.3"
"MANICA","MASCULINO",0,"anos","22",2,"5.6"
"MANICA","MASCULINO",0,"anos","23",1,"2.8"
"MANICA","MASCULINO",0,"anos","24",1,"2.8"
"MANICA","MASCULINO",0,"anos","25",2,"5.6"
"MANICA","MASCULINO",0,"anos","26",1,"2.8"
"MANICA","MASCULINO",0,"anos","27",2,"5.6"
"MANICA","MASCULINO",0,"anos","28",2,"5.6"
"MANICA","MASCULINO",0,"anos","30",1,"2.8"
"MANICA","MASCULINO",0,"anos","32",1,"2.8"
"MANICA","MASCULINO",0,"anos","33",1,"2.8"
"MANICA","MASCULINO",0,"anos","35",1,"2.8"
"MANICA","MASCULINO",0,"anos","36",1,"2.8"
"MANICA","MASCULINO",0,"anos","37",1,"2.8"
"MANICA","MASCULINO",0,"anos","44",1,"2.8"
"MANICA","MASCULINO",0,"anos","46",1,"2.8"
"MANICA","MASCULINO",0,"anos","56",1,"2.8"
"MANICA","MASCULINO",0,"anos","58",1,"2.8"
"MANICA","MASCULINO",0,"anos","59",1,"2.8"
"MANICA","MASCULINO",0,"anos","7",1,"2.8"
"MANICA","MASCULINO",0,"anos","74",1,"2.8"
"MANICA","MASCULINO",0,"anos","76",1,"2.8"
"MANICA","MASCULINO",0,"dif_fica_pe","NENHUMA",32,"88.9"
"MANICA","MASCULINO",0,"dif_fica_pe","PEQUENA",3,"8.3"
"MANICA","MASCULINO",0,"dif_fica_pe","ALGUMA",1,"2.8"
"MANICA","MASCULINO",0,"dif_casa","NENHUMA",28,"77.8"
"MANICA","MASCULINO",0,"dif_casa","PEQUENA",6,"16.7"
"MANICA","MASCULINO",0,"dif_casa","ALGUMA",1,"2.8"
"MANICA","MASCULINO",0,"dif_casa","MUITA",1,"2.8"
"MANICA","MASCULINO",0,"dif_tarefa_nova","NENHUMA",30,"83.3"
"MANICA","MASCULINO",0,"dif_tarefa_nova","PEQUENA",5,"13.9"
"MANICA","MASCULINO",0,"dif_tarefa_nova","ALGUMA",1,"2.8"
"MANICA","MASCULINO",0,"dif_comunidade","NENHUMA",29,"80.6"
"MANICA","MASCULINO",0,"dif_comunidade","PEQUENA",6,"16.7"
"MANICA","MASCULINO",0,"dif_comunidade","ALGUMA",1,"2.8"
"MANICA","MASCULINO",0,"dif_concentrar","NENHUMA",25,"69.4"
"MANICA","MASCULINO",0,"dif_concentrar","PEQUENA",8,"22.2"
"MANICA","MASCULINO",0,"dif_concentrar","MUITA",3,"8.3"
"MANICA","MASCULINO",0,"dif_andar","NENHUMA",31,"86.1"
"MANICA","MASCULINO",0,"dif_andar","PEQUENA",3,"8.3"
"MANICA","MASCULINO",0,"dif_andar","ALGUMA",1,"2.8"
"MANICA","MASCULINO",0,"dif_andar","MUITA",1,"2.8"
"MANICA","MASCULINO",0,"dif_banho","NENHUMA",35,"97.2"
